"species","Order","Class","exDiff","FemaleBM","MaleBM","Testes","FemaleAFB","MaleAFB","Monogamy","AnnProd","FemaleCare","DichroAves","weights"
"Tetrao tetrix","Galliformes","Aves",-0.0489259023022002,927.5,1245.5,3.097419299,1.0403832991102,1.00780287474333,0,284,1,1,0.563936998718513
"Macropygia phasianella","Columbiformes","Aves",-0.00523650038291619,263.35068682738,223.228950056742,NA,NA,NA,NA,NA,NA,0.4,0.506325833959092
"Malurus lamberti","Passeriformes","Aves",-0.137389527524788,8.12610194632213,8.46253057474589,0.25,NA,NA,1,NA,1,1.4,0.509602846095461
"Mandingoa nitidula","Passeriformes","Aves",0.0531787829663868,9.95,10.9,NA,0.99512115,NA,1,NA,0,0.6,0.407804028727438
"Anas americana","Anseriformes","Aves",-0.090640446396156,617.549135675317,686.843625343685,8.89,1.77275838466804,1.23175906913073,1,365.5,1,1,0.641990145135147
"Anas falcata","Anseriformes","Aves",0.0629844273881207,636.708283027785,716.632892293046,NA,1.01300479123888,0.999315537303217,1,392,1,1,0.63593512002831
"Anas penelope","Anseriformes","Aves",-0.112006678168731,611.109860883231,682.45428788215,NA,1.14989733059548,1.86036960985626,1,396,1,1.2,0.699980698595965
"Anas sibilatrix","Anseriformes","Aves",-0.0238618909679836,674.412418754981,764.065944280533,NA,1.94934976043806,1.9564681724846,1,357.75,1,0,0.717188554856882
"Anas strepera","Anseriformes","Aves",0.00994430076308532,691.755069493134,743.977471713903,NA,1.50581793292266,1.02067077344285,1,440,1,0.6,0.668588502715218
"Margaroperdix madagascariensis","Galliformes","Aves",-0.275831620361323,226.783821078141,239.046205682288,NA,1.42422997946612,0.821629021218344,NA,NA,NA,1.2,0.608646432273731
"Marmaronetta angustirostris","Anseriformes","Aves",-0.018637774943018,384.988639431566,420.451544475488,NA,1.06228610540726,1.07049965776865,1,NA,1,0,0.786450751372232
"Megalaima mystacophanos","Piciformes","Aves",-0.146495240858971,78.117576969998,74.4948983416593,NA,NA,NA,NA,NA,NA,0.6,0.458930902599637
"Ptilinopus magnificus","Columbiformes","Aves",-0.187995886247904,189.580808457241,206.713196490837,1.96788629,1.66242299794661,1.53976728268309,NA,NA,0,0,0.517647179234619
"Megascops asio","Strigiformes","Aves",-0.0179799576241023,189.813504454483,164.340656406424,NA,2.00136892539357,2.00136892539357,1,73.525,1,0,0.620816049492056
"Meleagris gallopavo","Galliformes","Aves",0.0192962386411448,5202.84575911983,10450.7097952909,28,0.991649555099247,0.998220396988364,0,866.8,1,1.2,0.749405155832802
"Meleagris ocellata","Galliformes","Aves",0.0486123765019493,2518.5753644487,3908.62363955768,NA,1.85927446954141,1.96522929500342,0,NA,NA,0.2,0.604523791207117
"Melopsittacus undulatus","Psittaciformes","Aves",-0.0463926954220081,38.2158099839753,36.2815480293492,0.27,0.820533880903491,1.00588637919233,1,NA,1,0.2,0.921634113219063
"Mergellus albellus","Anseriformes","Aves",0.0121843353285129,422.201776022887,571.33575762675,NA,2.00164271047228,2.0041067761807,1,336,1,0.8,0.670980371657426
"Mergus merganser","Anseriformes","Aves",0.120241102838315,944.338253117806,1280.63454039246,5.25,1.96249144421629,1.27748117727584,1,803.6,1,0.8,0.606757719143586
"Mergus serrator","Anseriformes","Aves",0.318722144816143,702.839294609212,838.748142040111,12.38,1.994436687,1.998631075,1,655.2,1,1.2,0.497688140778089
"Mergus squamatus","Anseriformes","Aves",0.127249552315537,741.454955206608,941.022055434154,NA,1.42915811088296,1.76919917864476,1,NA,1,1,0.556620634640475
"Merops albicollis","Coraciiformes","Aves",-0.0875661166990822,22.2365912337599,24.3863144090559,NA,NA,NA,NA,NA,NA,0,0.49668414400058
"Merops apiaster","Coraciiformes","Aves",-0.117528693040115,49.8818959407581,54.7949245870087,0.14,0.997218344,0.999315537,1,38.025,1,0.8,0.564930808588508
"Merops bullockoides","Coraciiformes","Aves",-0.13521594115097,33.8627111192398,33.4766390432519,NA,0.958247775496236,0.105954825462012,1,13.11,1,0,0.498947170787473
"Merops nubicus","Coraciiformes","Aves",-0.144295300862018,48.982314632956,49.86516324273,NA,0.958247775496235,0.914442162902122,NA,NA,0,0,0.660585228066329
"Phalacrocorax melanoleucos","Suliformes","Aves",0.0757393153148979,553.115069122796,646.932728072374,NA,3.35468856947296,3.67310061601643,1,104,0,0,0.521653552023513
"Milvus migrans","Accipitriformes","Aves",0.094902652497189,760.628643563234,629.127322375282,3.28,3.96824093086927,3.05270362765229,1,140,1,0,0.683752859813032
"Mino dumontii","Passeriformes","Aves",0.12545284819529,220,279.898132,0.41,NA,NA,1,NA,NA,0,0.453602084780371
"Momotus momota","Coraciiformes","Aves",-0.0588048500813142,114.029040200878,128.539680930415,NA,1.55290896646133,1.75277207392197,NA,NA,NA,0,0.591980697434723
"Morus bassanus","Suliformes","Aves",0.0217443928287168,3067,2932,NA,2.98536345,2.997946612,1,106,0,0,0.505089184591584
"Musophaga rossae","Musophagiformes","Aves",0.0507611150107276,397.4014634934,421.40404780611,NA,2.24503764544832,2.14264202600958,1,NA,0,0,0.530955989991033
"Musophaga violacea","Musophagiformes","Aves",0.0288372909232201,317.354836982574,340.915208938702,NA,1.87104722792608,1.90335386721424,NA,NA,0,0,0.68378834364533
"Mycteria ibis","Ciconiiformes","Aves",-0.00567885240128002,2185.88403579635,2689.43404804749,NA,3.76317590691307,2.93278576317591,1,NA,0,0,0.588388565113753
"Myiopsitta monachus","Psittaciformes","Aves",0.0191923330341388,103.064908463426,115.044853294908,NA,1.96988364134155,1.65722108145106,1,84,1,0,0.591757789293215
"Neochen jubata","Anseriformes","Aves",0.125841837078984,1204.94159929851,1658.11435572458,NA,1.91594798083504,1.01848049281314,NA,504,1,0,0.591094320445935
"Neochmia modesta","Passeriformes","Aves",-0.381661573234672,12.6978788027516,13.7694424805272,0.04,NA,NA,1,NA,0,0.4,0.517618537240169
"Neochmia phaeton","Passeriformes","Aves",0.0137717502185797,9.5,9,0.05,NA,NA,1,NA,1,1,0.535533903123568
"Neochmia ruficauda","Passeriformes","Aves",-0.235152953223203,12.352842117632,12.3042846734081,0.07,0.757289527720739,0.826283367556468,1,NA,0,0.4,0.608458254624893
"Neophema chrysogaster","Psittaciformes","Aves",-0.0182053671645997,45.4603647517919,44.607757910518,NA,0.936344969199179,0.93305954825462,1,NA,1,0.8,0.758598693876467
"Neophema chrysostoma","Psittaciformes","Aves",0.0294914740326931,47.8,45.7,NA,0.99512115,NA,1,NA,1,0.2,0.4282795223667
"Neophema elegans","Psittaciformes","Aves",-0.213693839224245,44.7679085071584,45.3513158392327,NA,0.842984257357974,0.449007529089665,1,NA,1,0,0.536839685045019
"Neophema pulchella","Psittaciformes","Aves",-0.127526013260668,38.6887639901949,39.3384750366088,NA,0.823545516769336,0.751813826146475,1,NA,1,0.8,0.585759962870549
"Neophema splendida","Psittaciformes","Aves",-0.105056973657028,41.7058690242091,41.0012387298859,NA,NA,NA,NA,NA,1,0.8,0.642126169799958
"Neopsephotus bourkii","Psittaciformes","Aves",-0.0820519899530237,39.9649143064955,45.3989511846622,NA,1.23915126625599,1.10171115674196,1,NA,1,0.2,0.536248100251502
"Nesoenas mayeri","Columbiformes","Aves",-0.0675783968153389,279.512658112972,301.242567926028,NA,0.811225188227242,0.865160848733744,NA,NA,NA,0,0.63438222099591
"Netta peposaca","Anseriformes","Aves",-0.115486093240879,897.792969787446,960.773678452362,NA,1.04093086926762,1.82231348391513,1,NA,1,1.2,0.762370921497658
"Netta rufina","Anseriformes","Aves",-0.0704026332144122,905.288725327589,961.185957794333,NA,1.67556468172485,1.75140314852841,1,504,1,1,0.818227380270194
"Nettapus auritus","Anseriformes","Aves",0.0704788448784349,199.047724486342,215.792120188192,NA,0.750171115674196,0.763860369609856,1,207,1,0.6,0.54768072989822
"Nettapus coromandelianus","Anseriformes","Aves",0.111760732465839,214.031697094385,223.221216112168,NA,2.15030800821355,NA,1,270,1,1,0.497001029299535
"Nettapus pulchellus","Anseriformes","Aves",-0.0854205566014022,298.274364120392,309.861801105217,NA,NA,NA,1,300,1,0.4,0.450228399666865
"Niltava sundara","Passeriformes","Aves",-0.0456795150742807,29.6260127849999,27.9907575216856,NA,NA,NA,NA,NA,0,1.4,0.430477149719726
"Nothoprocta pentlandii","Tinamiformes","Aves",-0.223892780035729,362.03880063534,323.882531761616,NA,NA,NA,NA,NA,0,0,0.507717306598611
"Nothoprocta perdicaria","Tinamiformes","Aves",-0.131436394684967,NA,NA,NA,NA,NA,0,NA,0,0,0.435321342025986
"Numida meleagris","Galliformes","Aves",-0.141315773805832,1907.79015075807,1608.54487451657,3.78,0.858042436687201,0.873921971252567,1,344.75,1,0,0.784632891584271
"Nycticorax nycticorax","Pelecaniformes","Aves",0.0171066254886899,683.923875994837,781.606692941839,1.09,1.87926078028747,1.24216290212183,1,136,1,0,0.677942596100865
"Nymphicus hollandicus","Psittaciformes","Aves",-0.0858962925124251,92.7390805829791,89.9342507708196,0.07,0.810403832991102,0.86735112936345,1,25.56,0,1.2,0.739575420462225
"Ocyphaps lophotes","Columbiformes","Aves",-0.0712270272317989,187.951538587765,193.849902453661,1.25,0.758384668035592,0.732101300479124,1,NA,0,0,0.672419671656314
"Oena capensis","Columbiformes","Aves",-0.134789906731768,36.0535425749884,37.6188695988704,NA,0.891991786447639,0.922655715263518,1,NA,1,0.8,0.575612749771084
"Oriolus chinensis","Passeriformes","Aves",0.0412200086619764,67.7943754586854,79.496805403162,NA,NA,NA,NA,NA,1,0.4,0.474561497253715
"Ortalis canicollis","Galliformes","Aves",-0.210532180835003,592.296927580437,705.68111255872,NA,NA,NA,NA,NA,1,0,0.506421705150259
"Otidiphaps nobilis","Columbiformes","Aves",-0.0427060870648806,457.392873517799,507.762426910884,NA,1.35359342915811,1.47515400410678,NA,NA,0,0,0.557721114515205
"Otus bakkamoena","Strigiformes","Aves",0.114210437292011,142,112,NA,NA,NA,NA,NA,NA,0,0.521615940454834
"Otus scops","Strigiformes","Aves",0.0774909641382037,92,76.6,NA,1.42970568104038,0.825462012320328,1,46.5,1,0,0.550219312468294
"Oxyura jamaicensis","Anseriformes","Aves",-0.0965112684555693,457.961118649812,500.111824534138,NA,1.13511293634497,0.994661190965092,1,584,1,1,0.72873653347602
"Oxyura leucocephala","Anseriformes","Aves",-0.115448967476992,558.290586760036,549.825164407037,NA,1.11540041067762,2.02874743326489,NA,672,1,0.2,0.59505930280087
"Panurus biarmicus","Passeriformes","Aves",-0.0638062467450375,14.7333701411985,14.9797517875137,0.275,0.779739904175223,0.883230663928816,1,28.2,1,0.4,0.554762990234336
"Parabuteo unicinctus","Accipitriformes","Aves",0.118633654106888,953.507948373151,672.406006863006,NA,4.60068446269678,3.97043121149897,1,219,1,0,0.72252654742824
"Paradisaea minor","Passeriformes","Aves",0.262351227486718,168.357276307213,217.338812458463,0.96,NA,NA,0,NA,1,1,0.524991289571147
"Paradisaea rubra","Passeriformes","Aves",-0.0776706251233301,137.272922761488,176.18240810874,NA,NA,NA,0,NA,1,1.8,0.474822814469342
"Paroaria coronata","Passeriformes","Aves",-0.0679949953660272,42.1214235064695,47.6278186203973,0.56,0.882956878850103,1.88309377138946,1,NA,NA,0,0.577279528204997
"Paroaria dominicana","Passeriformes","Aves",0.0257114434087681,39.5238632038495,39.0028264378131,NA,NA,NA,NA,NA,NA,0,0.481424122693845
"Paroaria gularis","Passeriformes","Aves",0.0489416928385347,31.9181162238997,30.2919253926268,NA,1.16632443531828,0.969199178644764,NA,NA,NA,0,0.54932865147821
"Cyanocompsa brissonii","Passeriformes","Aves",-0.157809665874203,20.9,NA,NA,NA,NA,NA,NA,NA,1.2,0.487358288256974
"Patagioenas leucocephala","Columbiformes","Aves",0.21635601662451,233.35,245.45,1.31,0.999315537,0.999315537,1,NA,0,0.4,0.483547754048053
"Pauxi pauxi","Galliformes","Aves",-0.110197785952986,2887.62012108474,3384.45562446224,NA,2.83285420944559,2.71047227926078,NA,NA,NA,0,0.575451679865147
"Pavo cristatus","Galliformes","Aves",-0.0766944652997505,3375.38954533683,4485.48738689498,9.45,1.17563312799452,1.07049965776865,0,517.5,1,2,0.816406838892511
"Pavo muticus","Galliformes","Aves",0.034760888400393,3884.19642215559,5173.7418975393,NA,1.8880219028063,2.21711156741958,0,NA,1,1.2,0.609357624247123
"Pedionomus torquatus","Charadriiformes","Aves",-0.182764115976159,68.9803997373699,51.5752624753116,NA,NA,NA,0,NA,0,-0.4,0.540110667068611
"Pelecanus conspicillatus","Pelecaniformes","Aves",-0.0199222051904505,5300.80013712344,7734.46548456978,NA,3.5,3.5,NA,NA,NA,0,0.495828331054359
"Pelecanus crispus","Pelecaniformes","Aves",-0.079418304431144,6997.05044912547,8898.67894388893,NA,4.00547570157426,3.69007529089665,1,NA,1,0,0.687182685054588
"Pelecanus erythrorhynchos","Pelecaniformes","Aves",-0.313048490463279,4970,6665,NA,2.997946612,2.997946612,1,300,0,0,0.59461537109098
"Pelecanus occidentalis","Pelecaniformes","Aves",-0.0974732502554875,3161,3702,NA,0.999315537,1.998631075,1,236.6,1,0,0.510058458116698
"Pelecanus onocrotalus","Pelecaniformes","Aves",-0.166584486938086,7035.35089917844,9069.50060882934,NA,3.44722792607803,3.3305954825462,1,360,0,0,0.675650917154055
"Perdix perdix","Galliformes","Aves",-0.118512185281647,386,404,0.97,0.965366187542779,1.04695414099932,1,225.6,1,1,0.552458782278978
"Geophaps plumifera","Columbiformes","Aves",-0.152499585813529,96.0288586483,110.106644122679,NA,NA,NA,NA,NA,NA,0,0.448532529210242
"Phalacrocorax carbo","Suliformes","Aves",-0.0814239460579771,1577.69535208647,1906.70417337984,NA,3.09650924024641,2.79151266255989,1,217.5,0,0,0.632256352768312
"Phaps chalcoptera","Columbiformes","Aves",-0.0930087441803848,281.068533751297,317.80952009643,2.06,1.05954825462012,1.01492128678987,1,NA,0,0.6,0.590749894557463
"Phaps elegans","Columbiformes","Aves",-0.162313010517725,197.671596973462,220.23617591357,NA,0.777549623545517,0.94072553045859,NA,NA,0,0.6,0.590582719292807
"Pharomachrus auriceps","Trogoniformes","Aves",0.156932389319909,167.247369039557,157.601028767023,0.61,NA,NA,NA,NA,NA,1,0.43443062384953
"Phasianus colchicus","Galliformes","Aves",-0.0427025181074277,1109.30233838703,1292.42086797738,8.21,0.941820670773443,0.955509924709103,0,346.5,1,1,0.681021598826085
"Phasianus versicolor","Galliformes","Aves",-0.0568314186731325,901.5,1186,NA,1.03436002737851,0.858316221765914,NA,NA,1,1.2,0.539219608846657
"Phigys solitarius","Psittaciformes","Aves",0.282778323176422,90.5104794764489,104.143026150462,NA,NA,NA,NA,NA,NA,0.2,0.514743607078884
"Phoeniconaias minor","Phoenicopteriformes","Aves",-0.245405517282898,1391.13228594318,1722.02906384443,NA,2.96509240246407,3.86502395619439,1,117,NA,0,0.678692922941676
"Phoenicopterus chilensis","Phoenicopteriformes","Aves",-0.148406335918379,2257.09111532774,2769.87697219395,NA,4.92484599589322,4.06242299794661,1,NA,NA,0,0.845438743592526
"Phoenicopterus ruber","Phoenicopteriformes","Aves",-0.0377170255808435,2876.36084982483,3564.26178871013,NA,3.03381245722108,3.06036960985626,1,213,0,0,0.803112212827326
"Phoeniculus purpureus","Bucerotiformes","Aves",-0.199702917290312,68.023988861035,83.2465444190573,NA,1.04859685147159,1.32676249144422,1,NA,1,0,0.60825009446886
"Pica pica","Passeriformes","Aves",-0.0194346980473854,158.205193426791,180.583575986807,1.25,1.7456564,1.998631075,1,59.4,1,0,0.475988965018185
"Pionus menstruus","Psittaciformes","Aves",-0.152980502552428,256.7903669042,241.476164734797,NA,NA,NA,NA,NA,NA,0,0.508875903003307
"Pipile cumanensis","Galliformes","Aves",-0.0740055774641078,1315.43570383521,1379.37633237165,NA,2.25325119780972,2.43832991101985,NA,NA,NA,0,0.50048529693853
"Pitta guajana","Passeriformes","Aves",-0.175987598168461,70,81.5,NA,NA,NA,NA,NA,0,0,0.425343926067031
"Pitta sordida","Passeriformes","Aves",0.00967335590864756,62.8555869373149,61.2291519184436,NA,0.864887063655031,1.20355920602327,NA,NA,0,0,0.581077528657694
"Pitta versicolor","Passeriformes","Aves",0.0344412938986864,108.103688535433,109.684485494956,NA,0.766050650239562,0.826830937713895,NA,NA,0,0,0.510861500929392
"Platalea ajaja","Pelecaniformes","Aves",-0.0243753307823052,1270.51419029167,1436.15996944733,NA,3.00342231348392,3.0444900752909,1,204,0,0,0.758200573392949
"Platalea alba","Pelecaniformes","Aves",0.0666205055279753,1478.89512947302,1689.27236717088,NA,3.9211498973306,3.35934291581109,1,NA,0,0,0.615597904893781
"Platalea leucorodia","Pelecaniformes","Aves",-0.0331275455853222,1516.40690878994,1741.59205930862,NA,2.9056810403833,2.93223819301848,1,266,0,0,0.662860344851349
"Platycercus adscitus","Psittaciformes","Aves",0.231427638204271,113.4,110.4,NA,1.492681725,NA,1,NA,1,0,0.498440421092169
"Platycercus elegans","Psittaciformes","Aves",0.0845500292932336,121.032306412762,147.06640306904,0.37,1.243901437,NA,1,NA,1,0,0.41116057671757
"Platycercus eximius","Psittaciformes","Aves",-0.168713363129837,102.229926656149,115.193091073261,NA,1.02943189596167,0.97741273100616,1,NA,1,0.6,0.624755468263222
"Platycercus icterotis","Psittaciformes","Aves",-0.288244456834443,61.2,65.4,NA,0.99512115,1.01300479123888,1,NA,1,1.4,0.526767246969665
"Plectropterus gambensis","Anseriformes","Aves",0.0903122685904589,3048.06176436216,5144.93621425963,21,NA,NA,1,1330,1,0,0.587842696767646
"Plegadis chihi","Pelecaniformes","Aves",-0.199927963431435,443.893137714061,566.05432342011,NA,1.998631075,1.998631075,1,NA,0,0,0.451627180674063
"Plegadis falcinellus","Pelecaniformes","Aves",0.0138771190740285,543.801512763317,627.530367593937,NA,2.48678986995209,1.98220396988364,1,133,1,0,0.680641618987118
"Plegadis ridgwayi","Pelecaniformes","Aves",0.0316438348417361,519.72369244967,675.950161833171,NA,1.4570841889117,2.58179329226557,NA,NA,NA,0,0.587910025678657
"Ploceus baglafecht","Passeriformes","Aves",0.466814832715554,32.297118602364,34.5876115102928,NA,NA,NA,1,NA,NA,0.4,0.548561633472976
"Ploceus cucullatus","Passeriformes","Aves",-0.0265115660448012,32.5558543844393,43.025836087357,0.36,1.17399041752225,1.99780971937029,0,NA,1,1.6,0.681343530036196
"Pluvianus aegyptius","Charadriiformes","Aves",-0.10440614246583,75.0589784554643,78.3227667887381,NA,NA,NA,1,22.08,0,0,0.474230658495572
"Podargus strigoides","Caprimulgiformes","Aves",-0.18250385866074,420.805686113336,501.339643554165,0.27,1.7409993155373,1.87515400410678,1,NA,0,0,0.709383533372762
"Poephila acuticauda","Passeriformes","Aves",-0.138255672334122,15.6666974636115,15.6532421972044,NA,0.611909650924025,0.657084188911704,1,NA,0,0,0.597594724325206
"Poephila cincta","Passeriformes","Aves",0.139917087417852,15.2,15.1,0.15,NA,NA,1,NA,0,0,0.452018479269579
"Lybius dubius","Piciformes","Aves",-0.208769562920585,102.566256321028,108.5981112127,NA,1.54551676933607,1.82833675564682,NA,NA,NA,-0.4,0.638063992589038
"Lybius melanopterus","Piciformes","Aves",-0.21177069053681,NA,41,NA,NA,NA,NA,NA,NA,0,0.471985497483791
"Polihierax semitorquatus","Falconiformes","Aves",-0.145636503506741,74.7196132612653,73.2483767480661,NA,1.12580424366872,0.969199178644764,1,44.1,0,-0.2,0.56419559309381
"Polyplectron bicalcaratum","Galliformes","Aves",-0.307724141654183,420.130822759246,594.841633854208,NA,1.00752908966461,1.03819301848049,1,NA,1,1,0.632997897824418
"Polyplectron germaini","Galliformes","Aves",-0.0850971703646406,397,510,NA,NA,NA,NA,NA,NA,0.8,0.484435944712854
"Polyplectron inopinatum","Galliformes","Aves",-0.129348325107346,435.731256241463,548.22490306254,NA,1.91266255989049,1.80533880903491,1,NA,1,0.8,0.536991886819461
"Polyplectron malacense","Galliformes","Aves",0.0550984766616434,466.606728998819,594.153865907705,NA,1.76865160848734,1.20136892539357,0,NA,1,1,0.506236706863477
"Polyplectron napoleonis","Galliformes","Aves",-0.198700395656092,458.642383407408,550.625208794971,NA,1.88911704312115,1.79603011635866,NA,NA,1,1.6,0.707958957733783
"Polytelis alexandrae","Psittaciformes","Aves",-0.222638935864236,108.415505354945,118.997307807688,NA,0.965366187542779,0.818891170431211,1,NA,1,0.8,0.598331179923054
"Polytelis anthopeplus","Psittaciformes","Aves",-0.133024944465021,168.10638177694,177.845859308147,NA,0.928131416837782,0.88870636550308,1,NA,1,1.2,0.528781539934177
"Polytelis swainsonii","Psittaciformes","Aves",0.0159466217488895,149.549963135188,135.488428472463,NA,1.90609171800137,2.05612594113621,1,NA,1,1,0.557405780300914
"Porphyrio porphyrio","Gruiformes","Aves",-0.0353112854399808,609.746829849328,685.658358988247,7.33,1.94770704996578,1.77056810403833,1,249,1,0,0.50653977920972
"Psarisomus dalhousiae","Passeriformes","Aves",0.408615688692025,55.5179446198448,55.6085209441015,NA,NA,NA,NA,NA,0,0,0.455545885194939
"Psarocolius decumanus","Passeriformes","Aves",0.153002494813653,157.214493578042,307.329899982417,0.72,NA,NA,NA,NA,NA,0.8,0.538714389863952
"Psarocolius viridis","Passeriformes","Aves",0.0486927301149331,223.5,389,NA,NA,NA,1,NA,NA,0.8,0.454014808736758
"Psephotus chrysopterygius","Psittaciformes","Aves",-0.0646198257937561,44.2647845861417,48.23105448801,NA,1.33908281998631,2.35400410677618,NA,NA,1,1,0.47348369911208
"Psephotus dissimilis","Psittaciformes","Aves",0.0908890942600884,50.9677466887546,51.2361820909448,NA,1.77960301163587,1.43463381245722,NA,NA,1,0.8,0.553100773272938
"Psephotus haematonotus","Psittaciformes","Aves",0.0737272403036935,62.1504563724675,66.6071762410185,0.25,0.816153319644079,1.04887063655031,1,NA,1,1.6,0.577156581796965
"Pseudeos fuscata","Psittaciformes","Aves",-0.088748686455321,147.964209207554,156.873481442206,NA,2.88898015058179,3.08418891170431,NA,NA,NA,0,0.542018639854846
"Psilopogon pyrolophus","Piciformes","Aves",0.124131353806546,NA,NA,NA,NA,NA,NA,NA,0,0.2,0.413022181382192
"Psittacula derbiana","Psittaciformes","Aves",0.182934066837335,257.004887338693,257.826668977096,NA,2.00136892539357,1.94113620807666,NA,NA,NA,0.2,0.569325387767717
"Psittaculirostris edwardsii","Psittaciformes","Aves",-0.250535831647778,111.427257097916,99.8607109804517,NA,NA,NA,NA,NA,NA,0.6,0.421227914694325
"Psittacus erithacus","Psittaciformes","Aves",0.0260385101104099,443.832064078087,490.734893795373,NA,6.05201916495551,3.70540725530459,1,NA,NA,0,0.747541627672269
"Psitteuteles goldiei","Psittaciformes","Aves",0.0114266920733746,48.6749426830306,55.5165167355689,NA,1.82286105407255,1.65913757700205,NA,NA,NA,0,0.563296724569042
"Psophia crepitans","Gruiformes","Aves",-0.0569143344716583,1229.50871233695,1060.94373664745,NA,1.9772758384668,1.2145106091718,0,NA,NA,0,0.609624878384643
"Psophodes olivaceus","Passeriformes","Aves",-0.355029031422731,49.3441528529301,60.2254138338207,0.53,NA,NA,1,NA,1,0,0.523793625911005
"Francolinus erckelii","Galliformes","Aves",-0.0192331498231248,636.636927382544,NA,NA,NA,NA,1,NA,NA,0,0.459602067291543
"Pteroglossus aracari","Piciformes","Aves",-0.0539246519336168,259.611249794727,265.967909093965,NA,NA,NA,NA,NA,0,0,0.545931473289931
"Pteroglossus beauharnaesii","Piciformes","Aves",-0.130120456523964,206.538748739921,213.116945391816,NA,1.89459274469541,2.90759753593429,NA,NA,NA,0,0.57661401367283
"Pteroglossus torquatus","Piciformes","Aves",0.0469003957633301,213.448693408044,212.442651111064,NA,NA,NA,NA,NA,1,0,0.446147985497252
"Pteroglossus viridis","Piciformes","Aves",-0.0796082023303922,138.384290695191,145.991427352421,NA,1.44832306639288,1.64161533196441,NA,NA,NA,0.6,0.642973451647212
"Pteronetta hartlaubii","Anseriformes","Aves",0.165690860544916,895.025398274359,1079.5742701434,NA,2.03586584531143,3.2498288843258,1,NA,NA,0.2,0.495308955471697
"Garrulax courtoisi","Passeriformes","Aves",-0.0262991125995409,49.6629395450616,52.6079194863571,NA,1.10609171800137,1.97782340862423,NA,NA,NA,0,0.594975577560781
"Ptilinopus aurantiifrons","Columbiformes","Aves",0.0884520645582938,NA,NA,NA,NA,NA,NA,NA,NA,0,0.435479359139095
"Ptilinopus iozonus","Columbiformes","Aves",-0.216660448383272,136.139732478314,137.407003416231,NA,NA,NA,NA,NA,NA,0,0.449362005713471
"Ptilinopus melanospilus","Columbiformes","Aves",0.0168701204687802,104.021773138705,109.772785667053,NA,1.00260095824778,0.987542778918549,NA,NA,NA,0.8,0.617690169847342
"Ptilinopus porphyreus","Columbiformes","Aves",-0.200015350265698,149.714938256888,154.08894574302,NA,1.05954825462012,1.04421629021218,NA,NA,NA,0.6,0.587158849784154
"Ptilinopus pulchellus","Columbiformes","Aves",-0.0565864388849712,70.7024161122991,74.3811846047633,NA,1.26160164271047,1.19644079397673,NA,NA,NA,0,0.558306999399259
"Ptilinopus regina","Columbiformes","Aves",0.111669235306277,104.548033286972,105.778646911965,0.28,1.12306639288159,1.12060232717317,NA,NA,0,0,0.577175052411802
"Ptilinopus roseicapilla","Columbiformes","Aves",-0.221834374634794,79.1008839166192,89.9525836510984,NA,NA,NA,NA,NA,NA,0,0.518621123659429
"Ptilinopus superbus","Columbiformes","Aves",-0.0106758370630873,116.353128306712,125.518566768629,1.43,1.12361396303901,0.921013004791239,NA,NA,0,1.2,0.620398395578516
"Ptilonorhynchus violaceus","Passeriformes","Aves",-0.194052393387864,198.860295174446,214.096980266233,0.11,4.726825462,NA,0,NA,1,1,0.490884228700331
"Otus leucotis","Strigiformes","Aves",-0.0946693895454404,214.172684205323,207.104359201538,NA,1.77796030116359,1.32785763175907,1,NA,1,0,0.558335745746076
"Pucrasia macrolopha","Galliformes","Aves",-0.0746903926920036,1006,1229.5,NA,0.991649555099247,0.931416837782341,NA,NA,1,1.2,0.442499438374436
"Pulsatrix perspicillata","Strigiformes","Aves",-0.135865546417785,936.697374129031,765.460306254774,NA,2.09171800136893,2.90704996577687,NA,NA,1,0,0.641482739097585
"Pycnonotus barbatus","Passeriformes","Aves",-0.00885103654455031,37.8460650033581,40.84191010882,0.61,0.97741273100616,0.976317590691307,1,NA,1,0,0.521802715300664
"Pycnonotus jocosus","Passeriformes","Aves",-0.155397238578229,27.2607507525868,29.2672774328802,NA,1.55099247091034,1.14579055441478,1,NA,1,0,0.656975467653676
"Pyrrhocorax pyrrhocorax","Passeriformes","Aves",0.0442026829573324,281.176740582324,335.570199164088,NA,2.97768651608487,2.03258042436687,1,66,1,0,0.560167346871114
"Pyrrhula pyrrhula","Passeriformes","Aves",-0.00867648640286983,29.3,30.9,0.052,0.997218344,0.999315537,1,16.2675,1,1.2,0.504578248721643
"Pytilia melba","Passeriformes","Aves",-0.233640991413924,15.25,15.5,NA,NA,NA,1,11.049,0,0.8,0.442610817408145
"Quelea quelea","Passeriformes","Aves",-0.0968722864283772,18.55,19.6,0.3,1,1,1,NA,0,0.2,0.611158529282247
"Tadorna radjah","Anseriformes","Aves",0.00819313599903632,735.75773043318,840.675792289867,NA,3.07460643394935,3.99835728952772,NA,531,1,0,0.644922008485552
"Ramphastos dicolorus","Piciformes","Aves",-0.0408367851039323,NA,NA,NA,1.75,2.833333,NA,NA,0,0,0.426652155644299
"Ramphastos sulfuratus","Piciformes","Aves",-0.000901321142231266,444.82594194006,463.233300705926,NA,1.75,2.83,1,NA,0,0,0.559723497452585
"Ramphastos swainsonii","Piciformes","Aves",0.0528063151871842,556.414575625063,639.397921610918,NA,NA,NA,NA,NA,NA,0,0.517302288727657
